1,422106695,166919.20979817706
2,422251877,121772.20344543458
3,422970408,114614.59350585938
4,422267461,112213.3469581604
5,318873965,112204.10870570762
6,318187989,112076.85771741364
7,422569398,110445.26375664606
8,318962421,105880.13596151675
9,422608365,105438.12913161059
10,422301575,105138.77925588125
11,422495472,104580.83152770998
12,318149211,100641.15884568956
13,318631025,99645.29991149902
14,318955914,99561.30981445312
15,318497945,98049.79301901424
16,422419682,96606.96983337402
17,422146192,96485.44311523438
18,318672186,95761.04164123537
19,422614526,95136.9760301378
20,318392860,93881.62104288736
21,422307048,93386.25907897949
22,318947019,92397.79472351074
23,422375179,90529.6516418457
24,422138028,89640.21682739258
25,422188038,88986.25373840332
26,318338260,88720.18814086914
27,318305428,88648.49456350364
28,318345649,88559.32276856665
29,422653962,88471.19331359863
30,422474720,86973.45733642578
31,422296602,86918.13307031132
32,422962217,86483.4247316633
33,422419337,86216.46469156399
34,318446747,85476.53198242188
35,422898258,85318.7072486208
36,318455335,84619.71426368655
37,422179326,84199.50131234039
38,318830608,84031.4769744873
39,422733783,83671.22650146484
40,318954455,83453.8508088965
41,318133064,82792.07657123433
42,318317253,82124.39887468204
43,422712920,81703.02025905876
44,422156884,81659.1739654541
45,318317058,81582.81326293945
46,318951490,81329.63180541992
47,318584215,81312.12034679594
48,318705221,80783.76770019531
49,422685310,80366.6871041211
50,318716255,79580.18779754639
51,318849892,79055.01883720147
52,422117337,78924.95155334473
53,318186608,78461.9157964533
54,318161063,78427.75896975868
55,422273168,76811.8703975234
56,318551256,76372.2038269043
57,422272729,76325.50239562988
58,318799791,76079.40237862723
59,318172867,75993.24484980383
60,422666251,75868.32019894622
61,318197480,75845.66477221111
62,318544235,75402.94687975336
63,422548688,75355.24247043817
64,422793368,75170.5265045166
65,318860644,74529.9570184005
66,318777451,74237.87117004395
67,318140335,73782.17697143555
68,318992609,73744.80247497559
69,318356098,73664.54039679632
70,318920798,73066.09153747559
71,422451051,72874.35531616211
72,422850548,72516.77552075726
73,422664036,72499.13692474365
74,318710543,72069.10322552267
75,422463282,71716.31336212158
76,422396250,71537.38006898003
77,318965206,71328.73058319092
78,318846594,70991.17424492333
79,422252167,70492.02552208533
80,422808654,70357.75856349779
81,318911594,70310.64148966818
82,318484216,70103.42583907276
83,318230313,69774.75166320801
84,318229316,69712.48435890429
85,422836960,69604.80863928357
86,318353084,69398.57482910156
87,422107146,69355.28795085294
88,318555959,68367.08068847656
89,318147471,68115.58723449707
90,422587279,67935.81004416202
91,318510907,67690.40584564209
92,422482835,67663.45927089552
93,422547226,67506.57856464386
94,318762694,67481.47078533564
95,318798437,67429.41953025271
96,422439203,67343.02520751953
97,318549851,67170.31300548813
98,318629350,66784.69216645655
99,422205740,66620.48536028182
100,422465467,66459.9103135524
101,422258569,65844.90449966924
102,318617558,65788.02531967814
103,318158270,65605.41661531926
104,422816822,65324.60403442383
105,318265606,65324.04354006745
106,422784912,65106.426870929536
107,318873534,64963.18192915483
108,318944964,64897.38971234376
109,318716404,64774.27397201311
110,422437271,64363.698959350586
